ID,Soil_pH,Organic_C (%),Total_N (%),C_N_Ratio,Land_Use_Type,Soil_Depth_cm,Bacteria_Abundance (%),Fungi_Abundance (%),β_Glucosidase (µmol/g/h),Urease (µmol/g/h),CO2_Emission (µg/g/day),NH4_Nitrate (µg/g)
270,6.09,3.59,0.148,24.3,Organic,0–10,45.03,39.61,5.94,10.88,57.96,167.77
271,7.12,1.95,0.07,27.9,Organic,0–10,35.42,38.16,4.61,6.24,49.69,90.12
272,7.12,2.1,0.167,12.6,Organic,0–10,56.33,35.94,4.73,11.98,50.43,186.89
273,7.23,1.9,0.141,13.5,Monoculture,10–20,45.05,29.21,4.54,10.42,49.47,160.75
274,7.33,1.98,0.185,10.7,Traditional,0–10,54.58,44.82,4.64,13.1,49.75,204.94
275,6.52,2.28,0.151,15.1,Traditional,0–10,55.76,47.43,4.84,11.06,51.3,170.58
276,6.5,2.54,0.138,18.4,Monoculture,0–10,44.79,41.86,5.0,10.32,52.59,157.96
277,7.1,2.69,0.121,22.2,Organic,10–20,42.85,47.21,5.2,9.23,53.55,140.97
278,6.8,2.7,0.063,42.9,Monoculture,0–10,46.08,31.8,5.14,5.72,53.46,82.74
279,6.9,3.16,0.188,16.8,Organic,10–20,57.43,29.03,5.49,13.32,55.73,208.29
280,7.09,2.2,0.085,25.9,Monoculture,0–10,59.0,29.34,4.76,7.05,50.91,104.88
281,7.28,2.76,0.214,12.9,Monoculture,0–10,51.51,21.95,5.14,14.81,53.89,233.92
282,6.18,2.77,0.115,24.1,Organic,10–20,31.45,24.96,5.2,8.88,53.91,135.13
283,6.25,1.34,0.187,7.2,Traditional,0–10,47.52,22.38,4.08,13.15,46.62,207.0
284,5.69,3.2,0.246,13.0,Organic,0–10,35.14,21.59,5.6,16.76,56.04,265.99
285,6.66,1.97,0.14,14.1,Organic,10–20,35.87,43.88,4.52,10.37,49.87,160.15
286,5.57,1.16,0.204,5.7,Traditional,10–20,40.35,44.02,3.93,14.23,45.86,223.86
287,6.43,3.26,0.208,15.7,Traditional,0–10,44.3,46.6,5.62,14.48,56.39,228.03
288,6.59,1.17,0.057,20.5,Monoculture,10–20,58.4,41.44,3.96,5.41,46.1,77.2
289,6.07,2.55,0.158,16.1,Monoculture,0–10,43.56,24.83,5.16,11.47,52.81,178.32
290,6.68,3.17,0.115,27.6,Organic,10–20,38.67,25.07,5.43,8.86,55.84,135.3
291,5.56,4.5,0.139,32.4,Traditional,0–10,36.5,43.46,6.63,10.43,62.5,158.95
292,5.57,2.8,0.11,25.5,Organic,0–10,51.02,24.91,5.28,8.53,54.05,129.84
293,7.15,2.11,0.158,13.4,Traditional,10–20,38.66,40.19,4.67,11.52,50.49,177.81
294,6.22,2.72,0.23,11.8,Organic,0–10,43.55,27.15,5.13,15.72,53.61,250.21
295,5.75,1.68,0.06,28.0,Traditional,10–20,58.68,37.62,4.36,5.65,48.47,80.36
296,6.54,2.53,0.093,27.2,Monoculture,10–20,55.31,45.75,5.08,7.55,52.58,112.54
297,7.04,4.06,0.229,17.7,Organic,0–10,40.66,40.44,6.21,15.79,60.19,249.36
298,5.93,1.48,0.065,22.8,Traditional,0–10,34.66,22.45,4.16,5.9,47.49,85.21
299,6.75,2.86,0.124,23.1,Monoculture,10–20,58.23,23.68,5.29,9.36,54.3,144.04
300,5.67,3.17,0.1,31.7,Traditional,0–10,41.88,29.0,5.47,8.0,55.76,119.78
301,5.6,2.1,0.085,24.7,Traditional,10–20,41.27,41.1,4.6,7.02,50.71,104.94
302,6.56,3.58,0.105,34.1,Organic,0–10,37.52,36.17,5.81,8.42,58.01,124.92
303,6.58,3.32,0.166,20.0,Monoculture,0–10,37.8,32.89,5.67,11.94,56.56,186.29
304,6.77,2.62,0.244,10.7,Monoculture,0–10,51.61,24.3,5.13,16.65,52.97,263.93
305,6.95,3.24,0.133,24.4,Monoculture,0–10,57.29,30.82,5.57,9.91,56.43,153.02
306,7.45,3.94,0.139,28.3,Traditional,10–20,39.52,29.42,6.11,10.27,59.83,159.08
307,6.53,3.1,0.13,23.8,Monoculture,0–10,34.19,45.64,5.51,9.77,55.25,149.78
308,6.15,2.99,0.241,12.4,Organic,0–10,44.49,25.24,5.36,16.47,54.98,261.13
309,7.09,3.17,0.076,41.7,Traditional,10–20,46.14,31.82,5.59,6.64,55.77,96.14
310,6.04,3.36,0.111,30.3,Monoculture,0–10,31.11,24.84,5.65,8.76,56.85,130.92
311,6.38,2.41,0.056,43.0,Organic,10–20,36.16,37.73,4.96,5.32,51.91,75.87
312,5.66,3.93,0.119,33.0,Monoculture,10–20,30.5,46.5,6.11,9.13,59.8,138.84
313,5.55,4.23,0.106,39.9,Organic,10–20,42.67,32.72,6.39,8.35,61.2,125.75
314,7.43,3.18,0.099,32.1,Monoculture,10–20,31.26,44.06,5.6,7.88,56.05,118.67
315,7.17,4.1,0.095,43.2,Monoculture,0–10,32.32,48.1,6.35,7.72,60.51,114.96
316,6.89,3.61,0.117,30.9,Organic,0–10,50.74,28.81,5.88,9.0,58.08,136.96
317,6.32,2.48,0.1,24.8,Monoculture,10–20,34.59,21.96,4.95,7.98,52.5,119.87
318,5.85,2.74,0.062,44.2,Monoculture,0–10,49.76,44.86,5.18,5.7,53.77,82.03
319,5.81,3.0,0.103,29.1,Organic,10–20,51.57,44.28,5.38,8.15,54.78,122.68
320,6.0,4.29,0.245,17.5,Monoculture,0–10,35.0,33.86,6.33,16.68,61.49,265.06
321,6.6,3.27,0.239,13.7,Organic,0–10,37.53,29.42,5.62,16.31,56.27,259.29
322,6.93,2.78,0.193,14.4,Traditional,10–20,37.73,30.75,5.21,13.57,53.91,212.82
323,6.82,1.43,0.088,16.2,Monoculture,0–10,39.05,30.66,4.1,7.32,47.07,108.03
324,6.06,3.33,0.165,20.2,Traditional,10–20,54.74,24.49,5.75,11.87,56.74,184.9
325,7.41,2.94,0.218,13.5,Traditional,10–20,43.85,36.76,5.35,15.1,54.65,237.93
326,6.98,4.29,0.072,59.6,Organic,0–10,46.42,24.97,6.4,6.38,61.5,92.28
327,6.61,2.2,0.156,14.1,Organic,10–20,33.89,41.89,4.7,11.37,51.0,176.09
328,6.72,3.78,0.111,34.1,Monoculture,10–20,36.51,30.42,6.02,8.66,58.82,131.21
329,6.34,1.99,0.13,15.3,Organic,0–10,44.18,39.14,4.57,9.85,49.89,150.32
330,6.0,1.6,0.158,10.1,Monoculture,0–10,53.23,38.36,4.34,11.47,48.03,178.23
331,6.21,1.04,0.146,7.1,Traditional,10–20,35.65,26.15,3.78,10.68,45.24,165.67
332,7.02,4.13,0.234,17.6,Organic,0–10,52.49,20.44,6.32,16.06,60.68,254.07
333,5.53,2.56,0.157,16.3,Traditional,10–20,49.82,20.17,5.08,11.3,52.68,177.19
334,5.73,1.98,0.186,10.6,Organic,10–20,46.99,24.72,4.65,13.2,49.8,206.04
335,5.59,2.41,0.161,15.0,Traditional,10–20,54.33,31.32,4.9,11.71,52.29,181.16
336,5.58,3.49,0.131,26.6,Monoculture,0–10,51.83,30.23,5.77,9.8,57.5,151.25
337,7.21,2.38,0.091,26.2,Monoculture,10–20,51.53,35.12,4.8,7.46,52.03,110.84
338,6.91,1.79,0.066,27.1,Organic,0–10,42.67,37.02,4.41,5.98,48.9,86.22
339,6.45,1.31,0.185,7.1,Traditional,0–10,33.78,23.86,4.06,13.15,46.65,205.17
340,5.7,3.18,0.07,45.4,Traditional,10–20,34.96,47.25,5.54,6.16,55.7,89.86
341,6.48,4.4,0.067,65.7,Traditional,10–20,43.84,27.97,6.47,6.07,62.09,87.0
342,6.45,3.22,0.233,13.8,Organic,0–10,53.04,23.92,5.56,15.89,56.0,252.98
343,5.85,4.31,0.244,17.7,Monoculture,10–20,50.36,20.38,6.37,16.6,61.5,263.81
344,6.37,4.07,0.17,23.9,Traditional,10–20,55.16,28.48,6.25,12.19,60.49,190.0
345,6.3,1.55,0.056,27.7,Organic,10–20,59.99,30.99,4.23,5.37,47.85,76.41
346,6.73,4.08,0.203,20.1,Monoculture,0–10,36.25,40.71,6.2,14.2,60.42,222.93
347,6.77,1.0,0.153,6.5,Organic,0–10,56.73,30.44,3.77,11.3,44.97,173.13
348,5.59,2.78,0.205,13.6,Organic,10–20,40.8,44.98,5.25,14.34,54.02,224.75
349,6.25,2.83,0.133,21.3,Organic,10–20,36.61,48.69,5.3,9.84,54.3,152.97
350,6.75,3.54,0.199,17.8,Traditional,10–20,35.09,21.73,5.85,13.92,57.86,218.88
351,6.51,3.65,0.209,17.5,Traditional,10–20,32.22,35.41,5.96,14.56,58.22,229.32
352,7.21,1.81,0.159,11.4,Organic,0–10,36.9,38.15,4.37,11.54,49.04,179.19
353,6.82,4.09,0.244,16.8,Organic,10–20,37.04,22.35,6.23,16.62,60.48,264.14
354,5.83,1.63,0.111,14.7,Monoculture,10–20,32.45,46.18,4.25,8.58,48.23,131.26
355,5.64,4.37,0.239,18.3,Organic,10–20,43.71,42.37,6.46,16.32,61.94,259.3
356,6.78,4.45,0.059,75.4,Organic,10–20,48.52,36.31,6.55,5.52,62.28,79.46
357,5.55,3.44,0.211,16.3,Organic,10–20,45.79,36.88,5.85,14.56,57.27,231.15
358,6.67,3.27,0.162,20.2,Monoculture,10–20,43.11,39.11,5.63,11.72,56.36,182.13
359,7.38,4.43,0.119,37.2,Organic,10–20,41.07,41.32,6.65,9.15,62.0,139.13
360,6.65,1.85,0.065,28.5,Organic,10–20,31.9,37.51,4.41,5.84,49.24,84.73
361,6.28,3.25,0.188,17.3,Organic,10–20,47.33,41.26,5.53,13.24,56.15,207.85
362,6.79,2.42,0.185,13.1,Organic,0–10,54.47,26.1,4.96,13.13,52.05,205.37
363,6.42,1.59,0.195,8.2,Traditional,0–10,42.84,46.28,4.35,13.69,48.02,214.86
364,6.59,1.45,0.199,7.3,Traditional,10–20,30.4,35.84,4.12,13.89,47.23,219.18
365,7.38,3.45,0.074,46.6,Traditional,10–20,57.87,38.31,5.73,6.44,57.43,94.14
366,6.27,1.8,0.222,8.1,Monoculture,0–10,30.77,39.81,4.39,15.29,48.95,242.01
367,7.42,3.1,0.079,39.2,Monoculture,10–20,36.96,30.08,5.5,6.8,55.51,99.17
368,7.31,1.83,0.163,11.2,Traditional,10–20,56.43,35.38,4.4,11.75,49.18,183.32
369,5.89,2.59,0.209,12.4,Monoculture,10–20,54.1,41.66,5.0,14.48,52.96,229.03
370,5.64,3.6,0.25,14.4,Traditional,0–10,31.99,23.12,5.88,17.05,58.03,270.01
371,5.7,2.85,0.089,32.0,Organic,0–10,56.71,33.69,5.25,7.33,54.25,108.74
372,5.54,4.05,0.108,37.5,Organic,10–20,36.9,25.29,6.22,8.51,60.3,128.04
373,5.69,2.84,0.109,26.1,Traditional,0–10,32.32,22.05,5.18,8.5,54.24,128.78
374,6.87,1.68,0.192,8.8,Organic,0–10,42.68,42.18,4.38,13.55,48.47,212.08
375,5.64,4.14,0.152,27.2,Monoculture,0–10,34.28,36.6,6.28,11.2,60.68,172.02
376,6.14,2.46,0.129,19.1,Monoculture,0–10,57.96,37.69,4.96,9.73,51.99,149.28
377,7.19,4.04,0.239,16.9,Monoculture,0–10,33.09,35.57,6.29,16.36,60.14,259.15
378,5.55,1.81,0.165,11.0,Monoculture,0–10,59.09,47.4,4.43,11.95,49.02,184.78
379,7.13,3.23,0.217,14.9,Monoculture,10–20,38.62,26.59,5.52,14.99,56.04,236.99
380,6.06,1.58,0.243,6.5,Traditional,0–10,36.37,31.49,4.29,16.57,47.83,263.33
381,5.74,1.28,0.151,8.5,Organic,0–10,35.7,47.01,3.97,11.04,46.39,171.22
382,6.89,4.5,0.23,19.6,Organic,0–10,47.58,49.94,6.65,15.72,62.43,249.89
383,6.76,1.04,0.21,5.0,Organic,0–10,54.4,39.94,3.86,14.59,45.2,229.48
384,7.25,3.07,0.249,12.3,Monoculture,10–20,44.18,39.35,5.45,16.99,55.37,268.94
385,6.97,1.05,0.14,7.5,Organic,10–20,38.11,37.45,3.85,10.38,44.97,159.86
386,7.11,2.93,0.054,54.3,Monoculture,10–20,30.35,49.5,5.39,5.24,54.65,73.8
387,6.06,1.35,0.072,18.8,Monoculture,10–20,34.49,27.02,4.05,6.32,46.64,92.26
388,5.85,3.76,0.2,18.8,Traditional,0–10,41.82,48.98,6.11,14.01,58.62,219.63
389,7.0,2.02,0.213,9.5,Organic,10–20,33.2,35.61,4.54,14.89,49.96,233.03
390,7.11,2.21,0.122,18.1,Traditional,10–20,45.82,23.45,4.66,9.32,51.22,142.25
391,7.48,1.88,0.073,25.8,Monoculture,10–20,58.38,25.95,4.42,6.35,49.23,93.01
392,6.33,1.4,0.192,7.3,Traditional,0–10,38.66,43.75,4.13,13.51,46.91,212.07
393,6.24,2.75,0.177,15.5,Organic,10–20,52.63,27.0,5.18,12.59,53.8,197.08
394,7.05,2.57,0.061,42.1,Organic,0–10,59.2,42.53,5.02,5.64,52.95,81.25
395,6.18,2.89,0.159,18.2,Monoculture,0–10,54.0,31.25,5.28,11.52,54.34,179.05
396,7.36,3.19,0.1,31.9,Organic,0–10,53.73,21.37,5.64,8.02,56.0,119.92
397,7.22,1.31,0.073,17.9,Traditional,0–10,41.8,30.88,3.94,6.38,46.62,92.96
398,6.36,2.45,0.086,28.5,Organic,10–20,48.6,45.72,5.07,7.08,52.08,106.16
399,7.0,3.07,0.092,33.4,Monoculture,0–10,54.93,34.01,5.45,7.41,55.53,112.37
400,7.01,2.13,0.082,26.0,Organic,0–10,42.27,49.73,4.69,6.91,50.65,101.7
401,5.71,1.67,0.086,19.4,Traditional,10–20,54.88,33.6,4.33,7.03,48.34,106.16
402,7.31,3.12,0.158,19.7,Organic,10–20,51.65,23.83,5.45,11.46,55.7,178.14
403,6.51,3.51,0.059,59.5,Traditional,0–10,51.15,25.18,5.69,5.56,57.57,79.31
404,7.15,3.63,0.11,33.0,Organic,0–10,34.93,32.58,5.83,8.67,58.2,130.14
405,6.14,2.14,0.072,29.7,Organic,0–10,39.07,32.38,4.73,6.37,50.75,92.33
406,7.29,1.35,0.174,7.8,Monoculture,0–10,35.44,21.08,4.12,12.45,46.7,194.17
407,6.28,4.2,0.24,17.5,Monoculture,0–10,58.38,30.75,6.34,16.4,61.0,260.01
408,5.52,3.41,0.059,57.8,Traditional,0–10,54.95,21.16,5.7,5.59,57.02,78.86
409,7.31,4.32,0.229,18.9,Traditional,0–10,38.04,25.73,6.48,15.76,61.58,248.92
410,5.68,1.51,0.203,7.4,Monoculture,10–20,33.16,49.31,4.25,14.14,47.63,223.27
411,6.14,3.3,0.159,20.8,Traditional,0–10,46.24,24.2,5.59,11.51,56.64,178.94
412,7.4,1.69,0.24,7.0,Traditional,0–10,48.65,32.79,4.34,16.41,48.57,260.26
413,7.4,4.03,0.094,42.9,Monoculture,10–20,32.97,26.47,6.21,7.75,60.06,114.14
414,6.65,2.82,0.059,47.8,Traditional,10–20,45.64,32.57,5.32,5.53,54.02,78.91
415,6.76,2.86,0.207,13.8,Organic,10–20,32.26,21.35,5.3,14.42,54.26,227.3
416,6.4,4.26,0.075,56.8,Organic,10–20,48.71,48.97,6.48,6.45,61.42,95.34
417,6.09,2.06,0.217,9.5,Organic,10–20,36.28,48.89,4.76,15.01,50.26,236.87
418,6.16,3.17,0.234,13.5,Traditional,0–10,55.46,38.49,5.47,16.05,55.81,253.97
419,6.85,1.51,0.1,15.1,Traditional,10–20,33.13,27.32,4.24,8.06,47.47,120.22
420,7.0,2.27,0.223,10.2,Monoculture,0–10,58.13,45.07,4.77,15.31,51.33,242.71
421,7.08,1.68,0.157,10.7,Monoculture,10–20,34.18,48.34,4.35,11.45,48.33,177.02
422,7.08,1.7,0.119,14.3,Organic,0–10,47.72,29.11,4.43,9.22,48.51,138.64
423,5.68,3.31,0.106,31.2,Monoculture,10–20,34.33,47.8,5.64,8.39,56.65,125.92
424,6.49,2.0,0.207,9.7,Monoculture,10–20,56.04,29.91,4.63,14.45,49.93,226.78
425,5.62,1.88,0.183,10.3,Traditional,10–20,54.94,30.76,4.54,12.99,49.52,202.75
426,6.6,3.83,0.219,17.5,Traditional,0–10,47.81,20.24,6.12,15.07,59.09,238.9
427,6.38,2.66,0.173,15.4,Traditional,10–20,54.36,26.51,5.19,12.37,53.53,193.3
428,7.28,2.33,0.121,19.3,Monoculture,0–10,31.39,30.01,4.83,9.18,51.6,141.37
429,6.2,3.85,0.122,31.6,Organic,0–10,44.95,31.07,6.07,9.34,59.37,142.18
430,5.73,2.71,0.232,11.7,Traditional,10–20,39.04,45.33,5.15,15.94,53.62,251.96
431,5.79,3.85,0.183,21.0,Monoculture,0–10,51.76,45.52,6.06,13.02,59.14,203.02
432,7.02,2.11,0.218,9.7,Monoculture,10–20,44.77,28.87,4.74,15.04,50.5,238.2
433,6.74,4.37,0.202,21.6,Monoculture,0–10,35.98,43.29,6.45,14.05,61.74,222.18
434,5.7,4.23,0.091,46.5,Organic,10–20,43.43,22.6,6.42,7.44,60.97,110.72
435,5.67,3.88,0.141,27.5,Monoculture,0–10,34.99,49.82,6.1,10.48,59.44,161.0
436,6.9,1.74,0.067,26.0,Organic,10–20,46.77,25.63,4.42,6.08,48.67,87.14
437,5.65,3.55,0.217,16.4,Organic,10–20,58.1,21.91,5.82,15.03,57.66,237.53
438,7.14,3.86,0.162,23.8,Monoculture,10–20,35.83,34.71,6.09,11.68,59.28,182.08
439,6.91,2.27,0.233,9.7,Traditional,0–10,49.59,40.87,4.85,16.09,51.4,252.75
440,5.66,1.49,0.084,17.7,Traditional,0–10,54.05,42.46,4.23,7.01,47.6,103.93
441,5.67,1.94,0.235,8.3,Monoculture,10–20,46.86,25.26,4.55,15.97,49.66,255.33
442,7.47,3.05,0.227,13.4,Monoculture,0–10,30.15,33.93,5.34,15.6,55.15,247.26
443,6.25,1.88,0.082,22.9,Organic,0–10,48.66,20.57,4.5,6.87,49.4,101.84
444,6.24,3.32,0.203,16.4,Monoculture,10–20,44.16,26.47,5.66,14.22,56.55,223.45
445,7.13,2.37,0.144,16.5,Organic,0–10,31.68,36.68,4.85,10.59,51.79,164.07
446,7.39,1.79,0.103,17.4,Monoculture,10–20,34.83,22.18,4.41,8.21,48.94,122.95
447,7.47,3.15,0.234,13.5,Monoculture,10–20,44.78,43.96,5.62,16.04,55.81,253.79
448,7.01,1.26,0.209,6.0,Organic,10–20,57.82,39.2,4.06,14.5,46.27,228.77
449,6.25,3.19,0.083,38.4,Traditional,10–20,54.96,37.16,5.57,6.97,56.01,103.14
450,5.67,4.41,0.24,18.4,Monoculture,10–20,49.97,24.89,6.44,16.39,62.03,260.11
451,7.05,3.49,0.156,22.4,Organic,10–20,41.12,23.71,5.85,11.41,57.33,176.12
452,6.62,2.15,0.16,13.4,Monoculture,0–10,37.11,36.09,4.63,11.61,50.46,180.07
453,6.35,4.15,0.184,22.6,Traditional,0–10,38.7,23.19,6.29,13.0,60.72,204.18
454,7.31,2.85,0.134,21.3,Organic,0–10,54.89,23.39,5.3,9.96,54.38,154.47
455,5.72,2.85,0.124,23.0,Monoculture,0–10,40.11,31.39,5.37,9.32,54.33,144.3
456,6.49,2.32,0.202,11.5,Monoculture,10–20,59.28,46.19,4.9,14.18,51.51,222.05
457,5.52,1.18,0.148,8.0,Traditional,0–10,50.1,24.47,3.88,10.86,45.76,168.17
458,6.44,1.94,0.166,11.7,Organic,10–20,30.31,21.57,4.54,12.03,49.72,186.03
459,5.61,3.86,0.121,31.9,Traditional,10–20,52.18,33.1,6.12,9.21,59.38,140.82
460,5.74,1.91,0.168,11.4,Traditional,10–20,36.6,44.33,4.51,12.13,49.49,188.52
461,5.74,2.44,0.182,13.4,Organic,0–10,33.1,27.5,4.95,12.95,52.12,202.0
462,6.8,3.22,0.1,32.2,Traditional,0–10,44.97,40.92,5.51,8.06,56.13,120.01
463,6.99,1.99,0.234,8.5,Monoculture,0–10,35.27,31.25,4.66,16.02,49.94,254.12
464,6.67,3.84,0.152,25.3,Monoculture,0–10,49.58,44.13,5.99,11.15,59.14,171.91
465,7.42,4.15,0.124,33.5,Traditional,10–20,58.25,48.28,6.35,9.43,60.86,143.91
466,6.25,1.22,0.189,6.5,Monoculture,0–10,30.86,29.85,4.04,13.33,46.22,209.32
467,6.07,3.01,0.238,12.6,Traditional,0–10,55.07,20.65,5.41,16.28,55.08,258.17
468,7.24,2.22,0.159,14.0,Organic,0–10,41.19,21.8,4.78,11.57,51.14,179.05
469,5.95,2.94,0.116,25.3,Monoculture,10–20,58.89,30.88,5.26,8.92,54.5,135.88
470,7.43,2.91,0.183,15.9,Traditional,10–20,33.77,40.11,5.33,13.02,54.61,202.95
471,5.52,1.03,0.234,4.4,Organic,0–10,40.63,25.25,3.83,15.96,45.25,254.29
472,7.44,3.27,0.086,38.0,Traditional,10–20,56.12,26.62,5.57,7.22,56.32,105.91
473,5.59,1.76,0.157,11.2,Monoculture,10–20,38.77,45.56,4.44,11.4,48.93,176.89
474,7.28,2.96,0.094,31.5,Traditional,10–20,56.46,26.19,5.38,7.65,54.73,114.14
475,6.56,4.13,0.157,26.3,Monoculture,10–20,46.28,28.57,6.23,11.44,60.49,177.14
476,7.49,1.67,0.205,8.1,Monoculture,0–10,48.9,25.25,4.34,14.31,48.51,224.88
477,5.65,1.95,0.211,9.2,Organic,10–20,46.58,29.03,4.53,14.64,49.67,230.93
478,6.61,1.22,0.057,21.4,Organic,10–20,41.39,24.7,3.96,5.45,46.06,76.62
479,7.44,2.72,0.11,24.7,Monoculture,10–20,39.85,34.15,5.16,8.64,53.44,130.36
480,6.55,4.05,0.091,44.5,Traditional,10–20,48.02,42.84,6.29,7.49,60.34,110.86
481,6.76,2.91,0.108,26.9,Organic,0–10,32.64,38.16,5.31,8.49,54.61,127.9
482,6.89,2.23,0.143,15.6,Monoculture,10–20,54.76,41.96,4.77,10.64,51.1,163.26
483,6.41,4.17,0.064,65.2,Monoculture,0–10,53.95,25.94,6.33,5.78,60.73,83.94
484,6.76,2.86,0.148,19.3,Traditional,10–20,45.17,35.36,5.36,10.8,54.35,168.29
485,6.67,4.41,0.197,22.4,Monoculture,10–20,56.86,25.77,6.53,13.81,62.03,216.92
486,7.3,3.63,0.149,24.4,Monoculture,10–20,43.56,48.97,5.94,10.97,58.16,168.97
487,5.59,4.19,0.18,23.3,Organic,0–10,47.62,43.83,6.36,12.87,60.72,199.68
488,6.06,3.27,0.205,16.0,Organic,10–20,33.81,47.93,5.61,14.4,56.34,225.17
489,7.4,4.46,0.236,18.9,Monoculture,0–10,46.45,28.81,6.6,16.1,62.18,256.09
490,7.28,2.84,0.218,13.0,Organic,0–10,50.98,25.22,5.22,15.14,54.19,237.87
491,6.41,3.24,0.22,14.7,Organic,0–10,41.42,43.61,5.63,15.24,56.29,240.24
492,6.74,1.47,0.112,13.1,Monoculture,10–20,51.5,44.14,4.23,8.71,47.29,132.29
493,6.05,4.28,0.121,35.4,Monoculture,0–10,51.78,43.28,6.34,9.33,61.51,140.95
494,5.88,2.17,0.107,20.3,Organic,10–20,50.28,26.2,4.74,8.46,50.93,126.63
495,6.43,3.33,0.221,15.1,Traditional,10–20,51.59,23.69,5.71,15.22,56.65,240.77
496,6.21,2.26,0.127,17.8,Traditional,0–10,57.77,47.09,4.79,9.61,51.11,147.15
497,6.67,4.1,0.052,78.8,Organic,0–10,38.54,35.13,6.33,5.17,60.51,72.2
498,5.66,1.39,0.068,20.4,Traditional,0–10,40.34,39.32,4.0,6.11,47.06,88.09
499,7.45,4.16,0.075,55.5,Organic,10–20,47.64,33.99,6.28,6.53,60.65,95.07
500,7.47,3.19,0.062,51.5,Organic,10–20,52.62,38.83,5.6,5.71,55.89,82.36
501,6.9,4.35,0.167,26.0,Traditional,10–20,59.9,34.04,6.52,12.03,61.87,187.36
502,6.57,2.76,0.066,41.8,Monoculture,0–10,42.65,36.16,5.25,5.94,53.89,86.1
503,6.12,2.73,0.181,15.1,Monoculture,10–20,52.76,45.12,5.17,12.84,53.6,200.89
504,7.13,2.26,0.1,22.6,Organic,10–20,44.35,42.34,4.77,8.02,51.29,120.17
505,6.87,2.15,0.205,10.5,Monoculture,10–20,30.4,34.44,4.67,14.43,50.7,225.28
506,5.83,1.43,0.173,8.3,Organic,0–10,58.9,46.69,4.16,12.36,47.18,193.1
507,7.32,2.15,0.23,9.3,Traditional,0–10,59.8,20.33,4.66,15.76,50.75,250.15
508,7.15,3.13,0.143,21.9,Monoculture,0–10,53.98,30.74,5.37,10.59,55.58,162.89
509,7.4,1.3,0.128,10.2,Organic,10–20,48.68,31.87,4.05,9.74,46.59,148.34
510,6.95,1.65,0.116,14.2,Monoculture,0–10,45.14,41.49,4.37,8.93,48.2,135.65
511,6.73,4.01,0.086,46.6,Monoculture,0–10,42.21,29.77,6.24,7.13,60.13,105.96
512,6.34,1.32,0.117,11.3,Monoculture,10–20,46.03,48.1,4.03,8.97,46.43,136.78
513,7.37,1.84,0.052,35.4,Monoculture,10–20,34.73,42.44,4.38,5.11,49.34,72.01
514,7.23,1.01,0.232,4.4,Organic,0–10,56.21,21.47,3.9,15.91,45.23,251.66
515,5.59,3.52,0.245,14.4,Traditional,10–20,38.63,22.69,5.8,16.74,57.63,264.98
516,5.55,3.98,0.23,17.3,Monoculture,0–10,31.33,40.48,6.15,15.77,59.94,250.11
517,6.25,4.08,0.064,63.8,Organic,10–20,51.52,26.37,6.29,5.87,60.31,83.96
518,7.12,4.15,0.078,53.2,Organic,0–10,43.8,24.13,6.29,6.63,60.74,97.64
519,7.47,2.41,0.215,11.2,Organic,0–10,58.66,46.02,4.95,14.9,52.1,235.15
520,5.8,2.96,0.15,19.7,Organic,0–10,44.82,48.25,5.38,11.02,54.79,169.5
521,6.69,3.37,0.062,54.4,Monoculture,10–20,35.87,44.53,5.64,5.68,56.93,81.88
522,6.26,4.2,0.115,36.5,Organic,0–10,48.76,34.24,6.41,8.81,60.94,135.29
523,7.44,3.79,0.123,30.8,Organic,10–20,35.11,40.92,6.08,9.42,58.93,143.1
524,7.18,2.71,0.178,15.2,Traditional,10–20,47.31,39.83,5.17,12.73,53.51,197.82
525,7.18,2.78,0.063,44.1,Traditional,10–20,49.44,28.15,5.28,5.69,53.89,82.96
526,6.44,2.18,0.231,9.4,Monoculture,10–20,53.12,36.7,4.69,15.88,50.89,251.0
527,6.33,1.04,0.068,15.3,Monoculture,10–20,37.75,48.3,3.81,6.0,45.19,88.22
528,6.05,1.51,0.126,12.0,Organic,10–20,59.54,29.21,4.16,9.63,47.56,145.64
529,5.61,2.16,0.058,37.2,Monoculture,10–20,38.08,39.87,4.73,5.49,50.68,77.92
530,7.23,3.12,0.169,18.5,Organic,0–10,43.97,35.07,5.48,12.17,55.66,188.93
531,7.13,3.5,0.23,15.2,Organic,0–10,45.72,28.39,5.88,15.82,57.53,250.27
532,7.5,4.12,0.225,18.3,Traditional,10–20,30.74,21.29,6.25,15.54,60.67,245.11
533,7.49,2.94,0.141,20.9,Monoculture,0–10,54.16,48.99,5.44,10.53,54.62,160.9
534,6.61,2.38,0.093,25.6,Organic,0–10,36.48,48.29,4.94,7.62,51.77,112.74
535,7.04,3.42,0.091,37.6,Organic,0–10,38.32,32.31,5.75,7.49,56.97,111.1
536,7.39,2.37,0.078,30.4,Monoculture,0–10,57.36,32.49,4.8,6.63,51.89,97.87
537,7.2,1.38,0.161,8.6,Organic,0–10,50.21,38.0,4.08,11.68,46.9,181.06
538,5.99,1.01,0.091,11.1,Traditional,10–20,59.34,27.54,3.84,7.49,45.04,111.31
539,6.4,3.48,0.143,24.3,Monoculture,0–10,30.9,24.52,5.78,10.52,57.25,163.0
540,5.76,4.15,0.244,17.0,Traditional,10–20,51.77,44.49,6.38,16.7,60.72,263.98
